Row_Id,Date of Update,Tax Year,County,Number of Returns,Total Number of Exemptions (thousands of dollars),Total Adjusted Gross Income (thousands of dollars),Total Oregon Adjustments: Additions (thousands of dollars),Total Oregon Adjustments: Federal Tax Subtraction (thousands of dollars),Total Oregon Adjustments: Other Subtractions (thousands of dollars),Total Deductions (thousands of dollars),Total Taxable Income (thousands of dollars),Total Gross Tax (thousands of dollars),Total Credits (thousands of dollars),Total Net Tax (thousands of dollars),Average Number of Exemptions,Average Adjusted Gross Income (dollars),Average Oregon Adjustments: Additions (dollars),Average Oregon Adjustments: Federal Tax Subtraction (dollars),Average Oregon Adjustments: Other Subtractions (dollars),Average Deductions (dollars),Average Taxable Income (dollars),Average Gross Tax (dollars),Average Credits (dollars),Average Net Tax (dollars),Tax as Percent of AGI (%),Tax as Percent of Taxable Income (%),Return Type: Single (Number),Return Type: Single (%),Return Type: Joint (Number),Return Type: Joint  (%),Return Type: Separate (Number),Return Type: Separate (%),Return Type: Head Household (Number),Return Type: Head Household (%),Return Type: Itemized (Number),Return Type: Itemized (%),"Return Type: 
Full-Year 
(Number)","Return Type: 
Full-Year 
(%)",Return Type: Part-Year (Number),Return Type: Part-Year (%),Return Type: Nonresident (Number),Return Type: Nonresident (%),Full Year Returns: Number of Returns,Full Year Returns: Total Adjusted Gross Income (thousands of dollars),"Full Year Returns: Total Wages, Salaries, Tips (thousands of dollars)",Full Year Returns: Total Taxable Dividends and Interest (thousands of dollars),Full Year Returns: Total Business Income (thousands of dollars),Full Year Returns: Total Capital Gains (thousands of dollars),Full Year Returns: Total Taxable Pensions (thousands of dollars),"Full Year Returns: Total Schedule E Income (thousands of dollars, this includes: rental real estate, royalties, partnerships, S corporations, and trusts)",Full Year Returns: Total Farm Income (thousands of dollars),"Full Year Returns: Total All Other Income (thousands of dollars, this includes: taxable state income tax refunds, alimony received, unemployment compensation, and other income)",Full Year Returns: Total Adjustments (thousands of dollars),Exception Notes
449,"Jul 01, 2016",2014,Washington,250228,514344,18563688,67766,704975,789596,2637890,14802825,1273784,111788,1165585,2.1,74187,271,2817,3156,10542,59157,5091,447,4658,0.063,0.079,114712,0.458,105784,0.423,4220,0.017,25387,0.101,120751,0.483,240285,0.96,8547,0.034,1396,0.006,240285,18213085,13258252,709078,514162,1108796,1819580,955070,-8030,126660,270483,
450,"Jul 01, 2016",2014,Wheeler,522,996,20446,514,975,2252,3519,16967,1429,194,1249,1.9,39169,984,1867,4315,6741,32504,2738,371,2392,0.061,0.074,201,0.385,287,0.55,,,33,0.063,216,0.414,504,0.966,18,0.034,,,504,20445,11292,617,948,1087,5220,5017,-615,-2153,969,"Return Type: Separate (Number) is CJ, Return Type: Separate (%) is CJ, Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is CP,"
451,"Jul 01, 2016",2014,Yamhill,41090,88010,2355432,13957,98412,167915,365496,1796024,150536,20230,131031,2.1,57324,340,2395,4087,8895,43710,3664,492,3189,0.056,0.073,16970,0.413,18589,0.452,665,0.016,4848,0.118,19527,0.475,40158,0.977,730,0.018,202,0.005,40158,2336000,1567438,79312,74185,119358,365306,159771,-8146,19619,40842,
452,"Jul 01, 2017",2015,Baker,6473,12978,280959,925,13799,32495,46461,211130,17077,2779,14440,2,43405,143,2132,5020,7178,32617,2638,429,2231,0.051,0.068,2768,0.428,3056,0.472,77,0.012,568,0.088,2851,0.44,6283,0.971,165,0.025,25,0.004,6283,278078,175074,10839,5750,22968,72105,15232,-7239,-10804,5849,
453,"Jul 01, 2017",2015,Benton,36690,66612,2400760,10820,94733,174066,319348,1856295,156990,14337,143001,1.8,65434,295,2582,4744,8704,50594,4279,391,3898,0.06,0.077,18949,0.516,15155,0.413,384,0.01,2175,0.059,16741,0.456,34798,0.948,1247,0.034,645,0.018,34798,2356773,1474919,89377,78680,130721,452588,134789,-2020,38768,41050,
454,"Jul 01, 2017",2015,California,39363,76874,1134338,18390,24507,101526,210522,1056734,91638,42901,48966,2,28817,467,623,2579,5348,26846,2328,1090,1244,0.043,0.046,18571,0.472,17593,0.447,819,0.021,2340,0.059,21030,0.534,5145,0.131,6998,0.178,27220,0.692,5145,290879,173044,15721,6320,55068,32894,14004,-358,-2154,3660,
455,"Jul 01, 2017",2015,Clackamas,182233,363054,14733826,74761,522214,795636,2016262,11827581,1017020,82198,937170,2,80852,410,2866,4366,11064,64904,5581,451,5143,0.064,0.079,82663,0.454,81308,0.446,1994,0.011,16162,0.089,96181,0.528,176950,0.971,4443,0.024,840,0.005,176950,14535869,9478667,418995,537929,1069016,1952065,1412677,-27894,-44340,261246,
456,"Jul 01, 2017",2015,Clark Co WA,72087,171279,3257711,6502,144725,66561,403241,2756331,226764,23450,204028,2.4,45191,90,2008,923,5594,38236,3146,325,2830,0.063,0.074,26351,0.366,36694,0.509,731,0.01,8274,0.115,36523,0.507,2625,0.036,3585,0.05,65877,0.914,2625,164396,92559,3247,4521,47825,13811,8410,-29,-3259,2689,
457,"Jul 01, 2017",2015,Clatsop,16524,31365,829754,4949,38053,72298,128436,619342,50739,6586,44478,1.9,50215,300,2303,4375,7773,37481,3071,399,2692,0.054,0.072,7986,0.483,6604,0.4,198,0.012,1733,0.105,7184,0.435,15668,0.948,657,0.04,199,0.012,15668,812717,499481,22428,39594,31217,172918,68275,-1690,-1748,17759,
458,"Jul 01, 2017",2015,Columbia,21157,43195,1230070,2161,60552,82484,177506,928584,76939,9187,68074,2,58140,102,2862,3899,8390,43890,3637,434,3218,0.055,0.073,8879,0.42,9860,0.466,222,0.01,2182,0.103,10959,0.518,20645,0.976,424,0.02,88,0.004,20645,1218953,875927,20589,28768,38447,218626,44546,-5273,12109,14786,
459,"Jul 01, 2017",2015,Coos,25175,49088,1163283,4697,52762,111920,180018,864045,70654,10428,60756,1.9,46208,187,2096,4446,7151,34322,2807,414,2413,0.052,0.07,11288,0.448,10713,0.426,301,0.012,2866,0.114,10577,0.42,24300,0.965,741,0.029,134,0.005,24300,1148291,690184,33963,58635,55486,267693,73377,-4558,-2975,23513,
460,"Jul 01, 2017",2015,Crook,9051,18574,426765,1656,20183,42499,73039,314752,25603,3788,22020,2.1,47151,183,2230,4696,8070,34775,2829,419,2433,0.052,0.07,3558,0.393,4512,0.499,97,0.011,883,0.098,4290,0.474,8817,0.974,198,0.022,36,0.004,8817,422866,267944,14503,14226,23690,104665,19309,-9469,-4248,7753,
461,"Jul 01, 2017",2015,Curry,9556,17829,433782,3033,18819,47974,77407,315913,25972,4676,21459,1.9,45394,317,1969,5020,8100,33059,2718,489,2246,0.049,0.068,4404,0.461,4233,0.443,96,0.01,817,0.085,4275,0.447,9065,0.949,414,0.043,77,0.008,9065,418176,207116,17214,16883,32324,123085,35758,-957,-4499,8747,
462,"Jul 01, 2017",2015,Deschutes,81253,156855,5259001,43276,197347,371822,796567,4147741,352354,36919,316848,1.9,64724,533,2429,4576,9804,51047,4337,454,3900,0.06,0.076,37055,0.456,36198,0.445,834,0.01,7129,0.088,40940,0.504,77381,0.952,3339,0.041,533,0.007,77381,5151526,2904952,211582,221828,489486,959593,564874,-16711,-65528,118549,
463,"Jul 01, 2017",2015,Douglas,42366,84889,1994723,7801,91141,184885,318374,1474068,120518,18457,102961,2,47083,184,2151,4364,7515,34794,2845,436,2430,0.052,0.07,17812,0.42,19305,0.456,482,0.011,4747,0.112,18178,0.429,41206,0.973,987,0.023,173,0.004,41206,1970597,1247243,56987,62951,141113,451396,57343,-13871,-1296,31270,
464,"Jul 01, 2017",2015,Gilliam,760,1534,40055,141,2024,3344,5137,30746,2533,320,2232,2,52705,186,2663,4401,6760,40456,3333,420,2937,0.056,0.073,,,,,,,,,301,0.396,,,,,,,,39741,24805,1197,539,2524,6720,5108,96,-309,940,"Return Type: Single (Number) is NA , Return Type: Single (%) is NA , Return Type: Joint (Number) is NA , Return Type: Joint  (%) is NA , Return Type: Separate (Number) is NA , Return Type: Separate (%) is NA , Return Type: Head Household (Number) is NA , Return Type: Head Household (%) is NA , Return Type: 
Full-Year 
(Number) is NA , Return Type: 
Full-Year 
(%) is NA , Return Type: Part-Year (Number) is NA , Return Type: Part-Year (%) is NA , Return Type: Nonresident (Number) is NA , Return Type: Nonresident (%) is NA ,"
465,"Jul 01, 2017",2015,Grant,2864,5703,126525,329,6423,12518,21814,98232,8009,1175,6885,2,44178,115,2243,4371,7617,34299,2796,410,2404,0.054,0.07,1180,0.412,1407,0.491,35,0.012,241,0.084,1216,0.425,2767,0.966,80,0.028,17,0.006,2767,123796,80516,4139,3133,10883,30027,9544,-5158,-6841,2447,
466,"Jul 01, 2017",2015,Harney,2870,5921,115971,1218,5326,10120,18240,91428,7426,1160,6322,2.1,40408,424,1856,3526,6355,31857,2588,404,2203,0.055,0.069,1192,0.415,1391,0.485,23,0.008,263,0.092,1127,0.393,2787,0.971,72,0.025,11,0.004,2787,113540,77069,3168,3438,11114,24436,4278,-3288,-4043,2633,
467,"Jul 01, 2017",2015,Hood River,10947,23266,646941,5666,24976,35777,87661,527895,44251,5618,38815,2.1,59098,518,2282,3268,8008,48223,4042,513,3546,0.06,0.074,4793,0.438,4612,0.421,87,0.008,1451,0.133,4539,0.415,10530,0.962,285,0.026,132,0.012,10530,638200,412227,31384,30425,50385,81890,57151,-576,-7376,17310,
468,"Jul 01, 2017",2015,Idaho,13257,30723,367796,1474,14407,31456,56587,320361,25894,3337,22709,2.3,27744,111,1087,2373,4269,24165,1953,252,1713,0.062,0.071,4849,0.366,7064,0.533,95,0.007,1241,0.094,6579,0.496,990,0.075,1826,0.138,10441,0.788,990,39244,25642,1155,892,2063,6486,3533,-281,383,629,
469,"Jul 01, 2017",2015,Jackson,92432,180954,4980047,21833,199813,387078,794296,3781928,314601,39050,277679,2,53878,236,2162,4188,8593,40916,3404,423,3004,0.056,0.073,42704,0.462,37990,0.411,1025,0.011,10664,0.115,41467,0.449,89112,0.964,2774,0.03,546,0.006,89112,4891846,2912969,183473,237412,316097,951262,418083,-11267,-17165,99017,
470,"Jul 01, 2017",2015,Jefferson,8784,18823,365652,1207,16502,60512,60075,253376,20382,3746,16979,2.1,41627,137,1879,6889,6839,28845,2320,427,1933,0.046,0.067,3509,0.399,3770,0.429,98,0.011,1402,0.16,3432,0.391,8573,0.976,161,0.018,50,0.006,8573,361395,243330,8391,8218,13491,79625,20475,-2121,-3774,6240,
471,"Jul 01, 2017",2015,Josephine,34029,67099,1592151,6814,65905,148383,259203,1182877,97082,14249,83684,2,46788,200,1937,4361,7617,34761,2853,419,2459,0.053,0.071,15063,0.443,14826,0.436,366,0.011,3749,0.11,14625,0.43,32897,0.967,990,0.029,142,0.004,32897,1572596,872207,49992,70152,107753,360293,145862,-4688,526,29502,
472,"Jul 01, 2017",2015,Klamath,25881,52442,1145354,3346,54326,108476,178011,876419,71175,10563,61279,2,44255,129,2099,4191,6878,33863,2750,408,2368,0.054,0.07,11078,0.428,11206,0.433,270,0.01,3317,0.128,10334,0.399,24952,0.964,751,0.029,178,0.007,24952,1127540,775697,28106,32102,41722,245095,49304,-6140,-18912,19435,
473,"Jul 01, 2017",2015,Lake,2942,5970,129791,650,6246,12120,20009,101607,8282,1219,7110,2,44117,221,2123,4120,6801,34537,2815,415,2417,0.055,0.07,1228,0.417,1429,0.486,28,0.01,257,0.087,1124,0.382,2828,0.961,80,0.027,34,0.012,2828,127160,83043,4522,2701,8405,26904,10192,-1296,-4047,3264,
474,"Jul 01, 2017",2015,Lane,155075,290054,8867417,48136,360783,626212,1239509,6854044,572978,63716,512283,1.9,57182,310,2327,4038,7993,44198,3695,411,3304,0.058,0.075,77282,0.498,59952,0.387,1641,0.011,16103,0.104,67329,0.434,149480,0.964,4657,0.03,938,0.006,149480,8762990,5372038,271517,309146,585840,1519304,815700,-12567,66866,164855,
475,"Jul 01, 2017",2015,Lincoln,20093,37608,960009,6104,43864,100904,170133,694981,57187,8327,49227,1.9,47778,304,2183,5022,8467,34588,2846,414,2450,0.051,0.071,9407,0.468,8232,0.41,229,0.011,2212,0.11,9205,0.458,19276,0.959,695,0.035,122,0.006,19276,943172,522947,30225,47821,54834,253746,52557,-1611,1258,18606,
476,"Jul 01, 2017",2015,Linn,50390,103842,2499127,8259,118349,179177,376250,1881650,154007,23365,131628,2.1,49596,164,2349,3556,7467,37342,3056,464,2612,0.053,0.07,21911,0.435,22184,0.44,519,0.01,5745,0.114,22457,0.446,49223,0.977,1022,0.02,145,0.003,49223,2479796,1725396,51285,61215,101079,435573,126118,-5566,19399,34703,
477,"Jul 01, 2017",2015,Malheur,9916,22572,406558,2696,16909,31221,61500,319222,25746,6486,19564,2.3,41000,272,1705,3149,6202,32193,2596,654,1973,0.048,0.061,3900,0.393,4390,0.443,63,0.006,1556,0.157,3492,0.352,9466,0.955,319,0.032,131,0.013,9466,398905,266390,9642,13513,28847,71562,34481,-8373,-7880,9279,
478,"Jul 01, 2017",2015,Marion,135832,291266,7247330,23485,311469,488250,1068814,5554791,457391,66585,394071,2.1,53355,173,2293,3595,7869,40895,3367,490,2901,0.054,0.071,59495,0.438,54865,0.404,1357,0.01,20056,0.148,57785,0.425,132777,0.978,2597,0.019,458,0.003,132777,7186178,4862674,159686,196327,301730,1258900,493065,-11770,32024,106458,
479,"Jul 01, 2017",2015,Morrow,4424,10815,213538,1017,9847,13965,26780,169154,13757,2247,11605,2.4,48268,230,2226,3157,6053,38236,3110,508,2623,0.054,0.069,1618,0.366,1958,0.443,40,0.009,805,0.182,1539,0.348,4311,0.974,91,0.021,22,0.005,4311,211069,159793,3005,3550,9852,29721,10745,-431,-1253,3913,
480,"Jul 01, 2017",2015,Multnomah,367034,655787,25155541,101226,964339,1036462,3169489,20519418,1761648,157628,1610037,1.8,68537,276,2627,2824,8635,55906,4800,430,4387,0.064,0.078,208394,0.568,118102,0.322,4575,0.012,35819,0.098,157821,0.43,348626,0.95,15850,0.043,2558,0.007,348626,24592466,17224109,779198,1074114,1505555,2551928,1857612,-5955,55312,449405,
481,"Jul 01, 2017",2015,Other,74846,143446,2269812,54683,63789,398321,379382,1958673,167880,15686,152860,1.9,30326,731,852,5322,5069,26169,2243,210,2042,0.067,0.078,36492,0.488,32894,0.439,2005,0.027,3389,0.045,34854,0.466,12482,0.167,19774,0.264,42590,0.569,12482,666706,466767,53991,12634,78024,78159,35662,-878,-47098,10555,
482,"Jul 01, 2017",2015,Other Washington,41147,87304,1274690,7576,45456,103760,179427,1154383,96134,7814,88648,2.1,30979,184,1105,2522,4361,28055,2336,190,2154,0.07,0.077,17252,0.419,19849,0.482,478,0.012,3554,0.086,19589,0.476,3565,0.087,6463,0.157,31119,0.756,3565,160597,104446,7209,2547,16333,25601,6633,-126,325,2372,
483,"Jul 01, 2017",2015,Polk,32812,69009,1886192,5494,84300,150920,285205,1409768,116648,14180,103058,2.1,57485,167,2569,4600,8692,42965,3555,432,3141,0.055,0.073,13876,0.423,15054,0.459,326,0.01,3537,0.108,15874,0.484,31888,0.972,785,0.024,139,0.004,31888,1868074,1241546,39839,53946,63132,387243,109120,-4227,6959,29483,
484,"Jul 01, 2017",2015,Sherman,772,1484,44385,249,2097,3448,5237,35062,2931,292,2651,1.9,57493,322,2717,4466,6784,45417,3797,379,3434,0.06,0.076,,,,,,,,,285,0.369,741,0.96,21,0.027,10,0.013,741,43695,22282,1303,1065,1575,8041,7097,4663,-51,2281,"Return Type: Single (Number) is NA , Return Type: Single (%) is NA , Return Type: Joint (Number) is NA , Return Type: Joint  (%) is NA , Return Type: Separate (Number) is NA , Return Type: Separate (%) is NA , Return Type: Head Household (Number) is NA , Return Type: Head Household (%) is NA ,"
485,"Jul 01, 2017",2015,Tillamook,11224,21863,552279,2308,24960,52832,91794,402350,32897,4637,28439,1.9,49205,206,2224,4707,8178,35847,2931,413,2534,0.051,0.071,5079,0.453,4979,0.444,112,0.01,1047,0.093,5195,0.463,10893,0.971,277,0.025,54,0.005,10893,545111,312241,17406,24027,38226,132735,31138,-1000,1910,11573,
486,"Jul 01, 2017",2015,Umatilla,29331,64060,1412018,6186,65517,110542,193273,1091436,88876,14034,75646,2.2,48141,211,2234,3769,6589,37211,3030,479,2579,0.054,0.069,12001,0.409,11819,0.403,284,0.01,5210,0.178,11356,0.387,28492,0.971,675,0.023,164,0.006,28492,1394172,1020676,24674,38881,43088,218094,81764,-7679,-2828,22498,
487,"Jul 01, 2017",2015,Union,10745,21726,535908,1962,25157,45607,76924,405050,33202,4611,28795,2,49875,183,2341,4245,7159,37697,3090,429,2680,0.054,0.071,4779,0.445,4909,0.457,118,0.011,930,0.087,4744,0.442,10387,0.967,287,0.027,71,0.007,10387,529893,349427,13315,13758,24665,104797,37617,-4797,1605,10493,
488,"Jul 01, 2017",2015,Wallowa,3210,6166,143507,1077,6833,15544,24125,107137,8695,1380,7360,1.9,44706,336,2129,4842,7516,33376,2709,430,2293,0.051,0.069,1389,0.433,1586,0.494,31,0.01,201,0.063,1520,0.474,3107,0.968,74,0.023,29,0.009,3107,141709,82587,6765,5152,10918,36194,12667,-4852,-3264,4458,
489,"Jul 01, 2017",2015,Wasco,10646,21853,512338,3714,22702,43016,77736,387189,31709,4995,26965,2.1,48125,349,2132,4041,7302,36369,2979,469,2533,0.053,0.07,4707,0.442,4435,0.417,92,0.009,1408,0.132,4372,0.411,10301,0.968,275,0.026,70,0.007,10301,504669,333132,12576,13556,25047,98575,30431,1760,-108,10299,
490,"Jul 01, 2017",2015,Washington,256656,519978,19882879,65005,745112,823002,2713024,15939871,1365697,110040,1259368,2,77469,253,2903,3207,10571,62106,5321,429,4907,0.063,0.079,120334,0.469,107932,0.421,2791,0.011,25465,0.099,123227,0.48,245513,0.957,9587,0.037,1556,0.006,245513,19483921,14323432,738346,567526,1110590,1922733,1033170,-8064,84380,288192,
491,"Jul 01, 2017",2015,Wheeler,509,989,18268,50,1007,2526,3816,14333,1153,193,971,1.9,35891,99,1978,4963,7497,28160,2266,379,1908,0.053,0.068,,,,,,,,,226,0.444,,,,,,,,18176,12079,675,866,2221,6207,-216,-1510,-1614,533,"Return Type: Single (Number) is NA , Return Type: Single (%) is NA , Return Type: Joint (Number) is NA , Return Type: Joint  (%) is NA , Return Type: Separate (Number) is NA , Return Type: Separate (%) is NA , Return Type: Head Household (Number) is NA , Return Type: Head Household (%) is NA , Return Type: 
Full-Year 
(Number) is NA , Return Type: 
Full-Year 
(%) is NA , Return Type: Part-Year (Number) is NA , Return Type: Part-Year (%) is NA , Return Type: Nonresident (Number) is NA , Return Type: Nonresident (%) is NA ,"
492,"Jul 01, 2017",2015,Yamhill,42214,89148,2513576,14191,104651,172816,383516,1922634,160380,20555,140571,2.1,59544,336,2479,4094,9085,45545,3799,487,3330,0.056,0.073,17920,0.425,18892,0.448,461,0.011,4916,0.116,19908,0.472,41083,0.973,924,0.022,207,0.005,41083,2490890,1675488,75445,80255,132440,388477,187557,-8583,4147,44336,
493,"Jul 01, 2018",2016,Baker,6572,13034,290836,870,14185,32394,47144,220229,17776,2783,15145,2,44254,132,2159,4929,7174,33510,2705,423,2305,0.052,0.069,2825,0.43,3070,0.467,95,0.014,576,0.088,2895,0.441,6351,0.966,178,0.027,43,0.007,6351,286411,180075,11101,5070,23155,74649,17573,-9557,-9802,5851,
494,"Jul 01, 2018",2016,Benton,37408,67196,2569727,10611,98450,184523,331794,2000613,169808,14451,155763,1.8,68695,284,2632,4933,8870,53481,4539,386,4164,0.061,0.078,19410,0.519,15129,0.404,588,0.016,2264,0.061,16993,0.454,35400,0.946,1361,0.036,647,0.017,35400,2525608,1554180,90975,79398,214621,456154,152931,-2291,21579,41939,
495,"Jul 01, 2018",2016,California,40745,78757,1213039,13802,26314,105058,233761,1145437,98376,47928,50709,1.9,29772,339,646,2578,5737,28112,2414,1176,1245,0.042,0.044,19468,0.478,18107,0.444,872,0.021,2284,0.056,21425,0.526,5360,0.132,7331,0.18,28054,0.689,5360,316310,192811,20452,6518,52560,39678,17940,-425,-9385,3840,
496,"Jul 01, 2018",2016,Clackamas,187506,370499,15682180,75077,549651,858491,2101334,12596375,1081397,84496,999347,2,83636,400,2931,4579,11207,67179,5767,451,5330,0.064,0.079,85405,0.455,82431,0.44,3306,0.018,16267,0.087,99378,0.53,182221,0.972,4397,0.023,888,0.005,182221,15483092,10094009,434602,555913,1080644,2035146,1559085,-29255,29990,277045,
497,"Jul 01, 2018",2016,Clark Co WA,69465,164127,3295092,12732,144283,81087,415400,2765696,227141,21627,206240,2.4,47435,183,2077,1167,5980,39814,3270,311,2969,0.063,0.075,25306,0.364,35366,0.509,923,0.013,7835,0.113,36012,0.518,2535,0.036,3383,0.049,63547,0.915,2535,140322,94926,7794,3265,5997,12870,17602,7,-57,2082,
498,"Jul 01, 2018",2016,Clatsop,16989,31958,885296,5575,40705,76512,132706,663374,54399,6909,47806,1.9,52110,328,2396,4504,7811,39047,3202,407,2814,0.054,0.072,8225,0.484,6685,0.393,310,0.018,1760,0.104,7413,0.436,16204,0.954,576,0.034,209,0.012,16204,868201,532016,22504,41168,32918,184886,70778,-1444,4638,19263,
499,"Jul 01, 2018",2016,Columbia,22020,44574,1317826,2007,64762,86320,196534,1000210,82892,9060,74215,2,59847,91,2941,3920,8925,45423,3764,412,3370,0.056,0.074,9286,0.422,10120,0.46,387,0.018,2219,0.101,11408,0.518,21515,0.977,415,0.019,90,0.004,21515,1305094,937590,19526,29736,43406,227043,51881,-5399,17309,16000,
500,"Jul 01, 2018",2016,Coos,25331,49158,1189947,4701,53636,111329,184595,884075,72082,10553,62074,1.9,46976,186,2117,4395,7287,34901,2846,417,2451,0.052,0.07,11372,0.449,10679,0.422,460,0.018,2812,0.111,10747,0.424,24485,0.967,690,0.027,156,0.006,24485,1177067,712037,33155,56878,49542,274804,75264,-6172,6599,25040,
501,"Jul 01, 2018",2016,Crook,9641,19558,499488,2133,22335,46347,79846,375154,30771,3977,26987,2,51809,221,2317,4807,8282,38912,3192,413,2799,0.054,0.072,3815,0.396,4714,0.489,179,0.019,931,0.097,4678,0.485,9415,0.977,200,0.021,26,0.003,9415,493345,305701,15278,14264,33799,111301,35956,-10646,-3283,9024,
502,"Jul 01, 2018",2016,Curry,9612,17774,446411,2826,19218,51791,78752,322132,26349,4341,22187,1.8,46443,294,1999,5388,8193,33514,2741,452,2308,0.05,0.069,4397,0.457,4220,0.439,149,0.016,841,0.087,4315,0.449,9112,0.948,400,0.042,100,0.01,9112,436398,213608,17848,19181,29679,127334,43036,-1014,-4263,9013,
503,"Jul 01, 2018",2016,Deschutes,85260,162897,5839139,44985,214842,408858,859617,4628132,392811,36579,357673,1.9,68486,528,2520,4795,10082,54283,4607,429,4195,0.061,0.077,39228,0.46,37473,0.44,1354,0.016,7173,0.084,43571,0.511,81123,0.951,3531,0.041,606,0.007,81123,5715454,3184114,221736,237736,603302,1011521,663147,-18497,-53379,134226,
504,"Jul 01, 2018",2016,Douglas,42988,85773,2090479,8290,94552,190536,326240,1566423,128512,19200,110340,2,48629,193,2200,4432,7589,36439,2990,447,2567,0.053,0.07,18048,0.42,19366,0.45,742,0.017,4806,0.112,18425,0.429,41829,0.973,1016,0.024,143,0.003,41829,2067226,1297742,54511,63767,133990,463192,99843,-17067,4255,33005,
505,"Jul 01, 2018",2016,Gilliam,769,1508,42352,99,2037,3403,5492,32736,2726,313,2428,2,55074,128,2648,4425,7141,42570,3545,407,3157,0.057,0.074,335,0.425,362,0.471,,0.01,72,0.094,306,0.398,750,0.975,,0.025,,,750,41926,26686,1229,761,3406,6998,3994,-633,465,980,"Return Type: Separate (Number) is CS, Return Type: Part-Year (Number) is 19~, Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is CP,"
506,"Jul 01, 2018",2016,Grant,2879,5651,125296,230,6460,12336,20381,99875,8143,1146,7049,2,43521,80,2244,4285,7079,34691,2828,398,2449,0.056,0.071,1221,0.424,1396,0.485,45,0.016,217,0.075,1253,0.435,2786,0.968,75,0.026,18,0.006,2786,123102,81862,4130,2146,13885,30708,5617,-6755,-6102,2389,
507,"Jul 01, 2018",2016,Harney,2887,5935,109468,1148,5297,10481,18366,86045,6924,1196,5794,2.1,37918,398,1835,3630,6362,29804,2398,414,2007,0.053,0.067,1195,0.414,1376,0.477,37,0.013,275,0.095,1092,0.378,2835,0.982,45,0.016,7,0.002,2835,108621,79990,3189,3297,9091,24459,1712,-5240,-5362,2515,
508,"Jul 01, 2018",2016,Hood River,11170,23228,699660,7242,25957,37929,88510,572946,48138,5706,42634,2.1,62638,648,2324,3396,7924,51293,4310,511,3817,0.061,0.074,4965,0.444,4657,0.417,159,0.014,1386,0.124,4679,0.419,10703,0.958,343,0.031,124,0.011,10703,684119,441779,28450,32178,55836,83126,68260,1193,-7734,18968,
509,"Jul 01, 2018",2016,Idaho,13712,31204,409198,1407,15928,34375,65113,362087,29346,3299,26203,2.3,29842,103,1162,2507,4749,26407,2140,241,1911,0.064,0.072,5101,0.372,7242,0.528,130,0.009,1235,0.09,6952,0.507,888,0.065,2155,0.157,10669,0.778,888,42779,28081,1837,1484,3795,6510,1869,-55,-102,641,
510,"Jul 01, 2018",2016,Jackson,94148,182576,5164469,25671,208942,405220,822205,3920680,324828,39510,287595,1.9,54855,273,2219,4304,8733,41644,3450,420,3055,0.056,0.073,43793,0.465,38053,0.404,1625,0.017,10632,0.113,42666,0.453,90950,0.966,2702,0.029,496,0.005,90950,5093792,3088317,190233,234997,264321,976075,456991,-13039,-132,103971,
511,"Jul 01, 2018",2016,Jefferson,9153,19510,396463,1303,18000,59536,63958,279531,22566,3992,19004,2.1,43315,142,1967,6505,6988,30540,2465,436,2076,0.048,0.068,3668,0.401,3897,0.426,135,0.015,1448,0.158,3603,0.394,8942,0.977,165,0.018,46,0.005,8942,393727,265498,9221,8989,18662,84338,19341,-2687,-2825,6809,
512,"Jul 01, 2018",2016,Josephine,34413,67351,1635111,7167,68838,152174,267559,1204788,98304,14272,84941,2,47514,208,2000,4422,7775,35010,2857,415,2468,0.052,0.071,15263,0.444,14812,0.43,541,0.016,3776,0.11,14830,0.431,33275,0.967,989,0.029,149,0.004,33275,1614390,913914,50688,75124,76878,371421,152603,-3348,8709,31598,
513,"Jul 01, 2018",2016,Klamath,26214,52741,1198450,2930,55399,118707,180949,925522,75675,10721,65642,2,45718,112,2113,4528,6903,35306,2887,409,2504,0.055,0.071,11281,0.43,11092,0.423,451,0.017,3376,0.129,10486,0.4,25236,0.963,806,0.031,172,0.007,25236,1180044,799228,30188,35771,60891,247578,65724,-11133,-28427,19776,
514,"Jul 01, 2018",2016,Lake,2967,6034,130734,559,6215,12628,20867,102331,8360,1211,7195,2,44063,189,2095,4256,7033,34490,2818,408,2425,0.055,0.07,1220,0.411,1423,0.48,47,0.016,276,0.093,1168,0.394,2856,0.963,80,0.027,31,0.01,2856,128632,85251,4590,4154,7947,27800,8647,-2670,-4028,3057,
